class,bruise_bleed,has_ring,season,habitat,cap_diameter,cap_shape,cap_color,gill_color,stem_height,stem_width,stem_color
1,0,0,0,woods,4.02,bell,brown,gray,6.27,3.7,gray
1,0,0,2,woods,3.09,bell,brown,gray,6.11,3.77,gray
1,0,0,0,woods,4.75,bell,brown,gray,6.77,4.24,brown
1,0,0,3,woods,4.53,bell,gray,gray,6.99,4.53,gray
1,0,0,0,woods,5.32,flat,gray,gray,5.82,3.96,gray
1,0,0,1,woods,5.76,bell,gray,gray,7.04,4.96,gray
1,0,0,0,woods,3.71,flat,gray,gray,5.59,3.63,gray
1,0,0,3,woods,3.73,flat,brown,gray,4.73,2.82,brown
1,0,0,0,woods,3.28,flat,gray,gray,4.29,2.64,gray
1,0,0,2,woods,3.18,flat,gray,gray,4.33,2.95,gray
1,0,0,3,woods,4.09,bell,gray,gray,5.07,3.71,gray
1,0,0,2,woods,2.44,bell,gray,gray,4.57,2.52,brown
1,0,0,3,woods,4.68,flat,gray,gray,6.2,3.64,brown
1,0,0,2,woods,4.56,flat,gray,gray,5.18,3.55,brown
1,0,0,1,woods,4.58,flat,brown,gray,5.33,3.8,brown
1,0,0,1,woods,4.07,bell,gray,gray,4.43,2.45,brown
1,0,0,3,woods,4.75,flat,gray,gray,8.74,4.68,brown
1,0,0,3,woods,5.39,bell,gray,gray,5.48,3.26,brown
1,0,0,0,woods,2.93,bell,brown,gray,4.91,3.4,brown
1,0,0,0,woods,4.5,bell,brown,gray,5.84,3.21,gray
1,0,0,0,woods,3.13,bell,brown,gray,4.09,2.57,brown
1,0,0,2,woods,4.76,bell,brown,gray,5.94,3.67,gray
1,0,0,2,woods,3.59,flat,brown,gray,4.13,3.09,gray
1,0,0,1,woods,2.27,bell,brown,gray,5.01,3.2,brown
1,0,0,2,woods,3.06,bell,gray,gray,5.75,2.86,brown
1,0,0,1,woods,3.92,bell,gray,gray,5.53,3.95,gray
1,0,0,3,woods,4.4,flat,gray,gray,7.5,4.09,brown
1,0,0,0,woods,4.23,bell,gray,gray,6.87,3.97,gray
1,0,0,2,woods,5.03,bell,gray,gray,7.28,3.67,gray
1,0,0,3,woods,2.18,flat,brown,gray,4.55,2.11,gray
1,0,0,2,woods,4.81,bell,brown,gray,6.17,4.25,brown
1,0,0,0,woods,4.32,bell,brown,gray,6.37,3.5,gray
1,0,0,0,woods,2.82,flat,brown,gray,4.69,3.3,gray
1,0,0,2,woods,4.35,bell,brown,gray,6.06,3.72,brown
1,0,0,2,woods,4.5,bell,gray,gray,5.72,3.86,brown
1,0,0,3,woods,3.31,flat,brown,gray,5.17,3.46,brown
1,0,0,3,woods,4.74,bell,brown,gray,6.75,3.94,brown
1,0,0,3,woods,4.23,bell,gray,gray,5.59,3.11,gray
1,0,0,0,woods,5.09,bell,gray,gray,6.97,3.77,brown
1,0,0,0,woods,4.24,flat,gray,gray,4.58,3.29,brown
1,0,0,3,woods,3.73,bell,brown,gray,5.75,3.11,gray
1,0,0,0,woods,4.13,bell,brown,gray,5.02,2.99,gray
1,0,0,1,woods,4.03,flat,brown,gray,5.39,3.3,brown
1,0,0,2,woods,4.45,flat,gray,gray,6.53,4.35,brown
1,0,0,3,woods,4.52,bell,brown,gray,4.93,3.61,gray
1,0,0,2,woods,3.3,bell,gray,gray,3.77,2.66,gray
1,0,0,3,woods,4.53,flat,brown,gray,5.14,3.41,brown
1,0,0,3,woods,3.81,flat,gray,gray,5.61,3.68,gray
1,0,0,2,woods,4.47,flat,brown,gray,4.52,3.39,brown
1,0,0,3,woods,4.34,flat,gray,gray,6.0,3.66,brown
1,0,0,0,woods,4.39,flat,gray,gray,5.68,3.65,brown
1,0,0,1,woods,3.99,flat,brown,gray,6.59,3.43,gray
1,0,0,3,woods,3.98,flat,gray,gray,6.34,3.41,gray
1,0,0,2,woods,3.95,bell,gray,gray,5.21,3.5,gray
1,0,0,3,woods,4.22,bell,gray,gray,4.21,2.96,brown
1,0,0,1,woods,4.32,bell,brown,gray,5.36,3.63,gray
1,0,0,0,woods,3.8,bell,gray,gray,4.97,3.24,brown
1,0,0,0,woods,4.18,flat,brown,gray,4.04,3.28,brown
1,0,0,0,woods,3.12,bell,gray,gray,4.37,3.57,gray
1,0,0,1,woods,3.9,bell,brown,gray,5.56,3.13,brown
1,0,0,2,woods,5.8,flat,brown,gray,5.65,3.81,gray
1,0,0,1,woods,3.59,bell,brown,gray,6.82,3.5,gray
1,0,0,3,woods,3.93,flat,gray,gray,4.38,2.95,brown
1,0,0,3,woods,4.67,flat,gray,gray,5.73,3.2,brown
1,0,0,3,woods,4.46,bell,brown,gray,6.77,4.08,gray
1,0,0,0,woods,4.51,flat,brown,gray,5.12,3.09,brown
1,0,0,2,woods,4.19,bell,brown,gray,5.82,3.76,gray
1,0,0,2,woods,4.32,flat,brown,gray,5.78,3.93,gray
1,0,0,2,woods,4.13,flat,brown,gray,5.35,3.72,brown
1,0,0,3,woods,3.93,bell,gray,gray,5.27,3.19,brown
1,0,0,2,woods,3.63,bell,gray,gray,5.77,3.32,brown
1,0,0,3,woods,4.19,bell,gray,gray,6.38,4.09,gray
1,0,0,2,woods,3.73,bell,brown,gray,5.21,3.0,brown
1,0,0,1,woods,3.76,flat,gray,gray,4.85,3.57,brown
1,0,0,1,woods,4.78,flat,brown,gray,5.87,4.2,gray
1,0,0,1,woods,4.74,flat,brown,gray,5.99,3.34,gray
1,0,0,3,woods,4.91,bell,brown,gray,6.59,4.38,gray
1,0,0,3,woods,4.58,bell,brown,gray,6.26,3.3,gray
1,0,0,3,woods,5.05,flat,brown,gray,7.25,4.26,brown
1,0,0,2,woods,3.7,flat,brown,gray,5.74,3.67,gray
1,0,0,0,woods,4.21,flat,brown,gray,5.76,3.46,gray
1,0,0,3,woods,2.58,bell,gray,gray,3.95,2.79,gray
1,0,0,3,woods,5.11,bell,brown,gray,6.61,3.26,brown
1,0,0,1,woods,5.88,flat,gray,gray,7.0,4.52,gray
1,0,0,2,woods,3.71,bell,brown,gray,5.13,3.04,gray
1,0,0,3,woods,3.61,flat,brown,gray,4.76,3.63,brown
1,0,0,2,woods,1.68,bell,brown,gray,3.74,3.4,brown
1,0,0,3,woods,3.86,bell,brown,gray,6.51,4.45,gray
1,0,0,1,woods,3.62,flat,brown,gray,5.7,3.52,gray
1,0,0,1,woods,4.59,bell,gray,gray,5.07,3.98,gray
1,0,0,1,woods,5.41,bell,gray,gray,6.34,4.45,gray
1,0,0,2,woods,4.58,flat,gray,gray,5.29,3.53,brown
1,0,0,2,woods,4.61,flat,gray,gray,6.31,3.83,gray
1,0,0,3,woods,4.72,flat,gray,gray,4.73,3.08,brown
1,0,0,3,woods,5.03,bell,gray,gray,6.19,3.88,gray
1,0,0,0,woods,4.32,flat,gray,gray,5.79,3.82,gray
1,0,0,2,woods,3.72,flat,gray,gray,5.91,3.52,brown
1,0,0,2,woods,3.7,bell,gray,gray,5.35,3.17,brown
1,0,0,1,woods,4.76,flat,gray,gray,7.42,4.55,gray
1,0,0,2,woods,3.35,flat,brown,gray,3.92,2.93,brown
1,0,0,3,woods,4.27,bell,gray,gray,5.08,3.77,gray
1,0,0,1,woods,3.56,bell,gray,gray,5.22,3.21,gray
1,0,0,1,woods,3.58,flat,brown,gray,5.58,3.71,brown
1,0,0,0,woods,3.94,flat,gray,gray,3.98,2.67,gray
1,0,0,0,woods,4.43,bell,gray,gray,5.45,3.35,brown
1,0,0,0,woods,3.05,flat,brown,gray,4.05,2.35,brown
1,0,0,3,woods,4.22,bell,brown,gray,4.63,3.34,brown
1,0,0,2,woods,4.42,flat,brown,gray,7.24,4.12,gray
1,0,0,2,woods,3.7,bell,gray,gray,6.35,3.8,gray
1,0,0,3,woods,3.4,flat,gray,gray,5.63,4.01,brown
1,0,0,0,woods,3.69,flat,gray,gray,6.64,3.74,gray
1,0,0,3,woods,3.23,bell,brown,gray,4.48,2.7,brown
1,0,0,1,woods,4.91,flat,gray,gray,4.93,4.03,brown
1,0,0,3,woods,3.31,flat,gray,gray,3.85,2.83,gray
1,0,0,2,woods,4.44,flat,brown,gray,5.41,3.87,brown
1,0,0,2,woods,3.78,flat,gray,gray,5.25,3.14,brown
1,0,0,2,woods,3.39,bell,gray,gray,5.48,3.62,gray
1,0,0,2,woods,4.81,flat,gray,gray,5.06,3.37,gray
1,0,0,0,woods,3.44,flat,gray,gray,4.31,3.43,brown
1,0,0,3,woods,3.09,bell,gray,gray,5.24,2.99,gray
1,0,0,2,woods,3.69,flat,brown,gray,6.09,3.74,gray
1,0,0,2,woods,4.13,flat,gray,gray,5.15,2.99,gray
1,0,0,3,woods,3.69,bell,gray,gray,4.29,3.13,brown
1,0,0,2,woods,4.2,flat,gray,gray,7.22,4.22,brown
1,0,0,2,woods,4.29,bell,brown,gray,6.99,3.79,gray
1,0,0,3,woods,3.91,flat,brown,gray,6.34,4.16,brown
1,0,0,0,woods,3.95,bell,brown,gray,6.46,4.17,gray
1,0,0,0,woods,3.96,bell,brown,gray,5.82,4.1,gray
1,0,0,2,woods,4.19,flat,brown,gray,5.52,3.62,gray
1,0,0,2,woods,3.69,flat,brown,gray,4.51,2.95,brown
1,0,0,1,woods,3.68,flat,brown,gray,5.39,2.75,gray
1,0,0,2,woods,3.83,bell,gray,gray,5.7,3.36,gray
1,0,0,0,woods,4.74,bell,gray,gray,5.05,3.48,gray
1,0,0,0,woods,3.04,bell,gray,gray,4.82,3.1,gray
1,0,0,3,woods,5.33,flat,gray,gray,5.74,3.19,brown
1,0,0,0,woods,4.33,bell,gray,gray,5.22,3.01,brown
1,0,0,1,woods,4.3,flat,gray,gray,5.94,3.93,brown
1,0,0,2,woods,4.4,flat,brown,gray,5.79,3.43,brown
1,0,0,1,woods,4.64,flat,brown,gray,6.0,3.52,gray
1,0,0,3,woods,4.37,flat,gray,gray,5.45,3.21,brown
1,0,0,2,woods,3.16,flat,brown,gray,4.88,3.18,gray
1,0,0,2,woods,5.08,flat,gray,gray,5.66,4.23,gray
1,0,0,1,woods,4.88,flat,brown,gray,5.54,3.62,brown
1,0,0,2,woods,4.95,bell,gray,gray,6.23,3.83,brown
1,0,0,2,woods,4.23,bell,gray,gray,4.99,3.33,brown
1,0,0,0,woods,3.88,bell,brown,gray,5.61,3.89,gray
1,0,0,3,woods,3.81,flat,brown,gray,5.41,3.45,brown
1,0,0,3,woods,3.75,flat,gray,gray,4.68,3.01,gray
1,0,0,1,woods,3.74,flat,gray,gray,4.73,3.34,brown
1,0,0,2,woods,4.37,bell,gray,gray,7.11,3.99,gray
1,0,0,2,woods,4.16,flat,gray,gray,4.78,3.26,brown
1,0,0,0,woods,5.38,bell,gray,gray,5.61,3.58,gray
1,0,0,2,woods,4.66,bell,gray,gray,5.99,3.52,brown
1,0,0,0,woods,4.47,flat,brown,gray,6.78,4.68,gray
1,0,0,0,woods,3.35,flat,gray,gray,4.99,3.11,brown
1,0,0,3,woods,4.07,flat,brown,gray,5.94,3.88,brown
1,0,0,3,woods,3.56,flat,gray,gray,4.43,2.69,brown
1,0,0,3,woods,2.49,bell,gray,gray,4.61,2.55,brown
1,0,0,0,woods,5.04,bell,brown,gray,6.85,4.06,brown
1,0,0,1,woods,3.38,flat,gray,gray,4.13,2.92,brown
1,0,0,2,woods,3.51,flat,gray,gray,6.07,3.55,brown
1,0,0,0,woods,3.62,flat,gray,gray,5.46,3.4,brown
1,0,0,2,woods,4.72,flat,gray,gray,4.93,3.77,brown
1,0,0,0,woods,3.82,flat,brown,gray,5.62,3.37,gray
1,0,0,2,woods,4.47,flat,brown,gray,5.62,3.56,gray
1,0,0,3,woods,3.54,bell,gray,gray,5.17,3.89,brown
1,0,0,3,woods,4.87,flat,brown,gray,6.88,3.85,gray
1,0,0,2,woods,4.64,bell,brown,gray,4.68,3.17,gray
1,0,0,1,woods,3.17,flat,brown,gray,5.09,2.96,gray
1,0,0,0,woods,3.99,bell,brown,gray,5.19,3.33,gray
1,0,0,1,woods,4.19,bell,brown,gray,5.69,3.45,gray
1,0,0,1,woods,3.17,bell,brown,gray,5.06,3.1,brown
1,0,0,2,woods,4.51,flat,gray,gray,5.49,2.91,brown
1,0,0,1,woods,4.18,bell,gray,gray,6.0,3.49,brown
1,0,0,3,woods,3.41,bell,brown,gray,4.68,2.8,gray
1,0,0,3,woods,5.07,bell,brown,gray,7.1,4.46,brown
1,0,0,3,woods,4.66,bell,gray,gray,6.36,4.24,gray
1,0,0,2,woods,3.47,bell,brown,gray,4.24,3.08,brown
1,0,0,1,woods,3.19,bell,gray,gray,4.84,3.46,brown
1,0,0,0,woods,3.76,bell,gray,gray,6.04,4.01,brown
1,0,0,2,woods,3.62,flat,gray,gray,5.89,3.54,gray
1,0,0,1,woods,5.5,bell,gray,gray,6.58,4.28,gray
1,0,0,0,woods,3.34,flat,brown,gray,3.94,2.79,brown
1,0,0,0,woods,4.55,bell,brown,gray,6.54,3.7,brown
1,0,0,0,woods,3.81,bell,gray,gray,5.5,3.98,gray
1,0,0,0,woods,3.6,bell,brown,gray,6.04,3.9,brown
1,0,0,2,woods,5.14,bell,brown,gray,5.84,3.7,gray
1,0,0,0,woods,3.31,bell,gray,gray,4.94,2.76,brown
1,0,0,0,woods,3.52,flat,gray,gray,4.33,2.87,gray
1,0,0,1,woods,3.92,flat,brown,gray,4.3,3.16,gray
1,0,0,1,woods,4.45,flat,gray,gray,6.19,4.42,gray
1,0,0,1,woods,4.74,flat,brown,gray,5.42,3.45,gray
1,0,0,3,woods,3.57,flat,gray,gray,4.24,2.92,brown
1,0,0,0,woods,4.42,flat,brown,gray,5.66,3.86,brown
1,0,0,3,woods,4.65,flat,brown,gray,6.16,4.11,brown
1,0,0,1,woods,2.6,bell,brown,gray,3.43,3.2,brown
1,0,0,3,woods,5.69,flat,gray,gray,6.25,3.14,brown
1,0,0,1,woods,4.89,bell,gray,gray,5.63,3.61,brown
1,0,0,2,woods,3.85,bell,brown,gray,5.99,4.78,brown
1,0,0,0,woods,4.65,bell,brown,gray,7.2,4.24,brown
1,0,0,1,woods,4.14,bell,gray,gray,5.78,3.63,brown
1,0,0,0,woods,4.58,bell,brown,gray,5.28,3.44,gray
1,0,0,1,woods,3.66,bell,gray,gray,5.19,3.44,gray
1,0,0,1,woods,4.2,flat,brown,gray,4.82,3.65,gray
1,0,0,3,woods,2.96,flat,gray,gray,5.4,4.16,gray
1,0,0,2,woods,3.8,bell,brown,gray,6.6,3.88,brown
1,0,0,1,woods,3.49,bell,brown,gray,4.44,2.85,gray
1,0,0,0,woods,4.18,bell,gray,gray,6.03,3.97,gray
1,0,0,1,woods,4.8,flat,gray,gray,6.43,4.13,gray
1,0,0,3,woods,4.91,flat,brown,gray,7.36,4.73,brown
1,0,0,1,woods,4.56,bell,gray,gray,6.44,3.89,gray
1,0,0,3,woods,3.54,flat,brown,gray,4.53,3.45,gray
1,0,0,2,woods,4.04,bell,gray,gray,5.32,3.4,gray
1,0,0,0,woods,4.47,flat,brown,gray,5.75,4.04,brown
1,0,0,3,woods,4.12,flat,brown,gray,5.26,3.43,brown
1,0,0,1,woods,4.39,bell,gray,gray,6.09,3.92,brown
1,0,0,3,woods,4.18,flat,brown,gray,6.04,4.18,gray
1,0,0,1,woods,4.62,flat,gray,gray,5.09,3.75,brown
1,0,0,2,woods,3.04,flat,brown,gray,4.81,2.87,brown
1,0,0,1,woods,3.68,flat,gray,gray,6.23,3.52,brown
1,0,0,0,woods,4.33,bell,gray,gray,4.96,3.49,gray
1,0,0,3,woods,4.57,bell,gray,gray,5.55,4.06,gray
1,0,0,1,woods,4.21,bell,brown,gray,5.49,3.35,brown
1,0,0,0,woods,4.05,flat,brown,gray,5.62,3.08,gray
1,0,0,1,woods,4.11,flat,gray,gray,5.6,3.21,gray
1,0,0,1,woods,3.96,bell,gray,gray,3.9,3.01,brown
1,0,0,3,woods,5.73,flat,brown,gray,6.2,3.83,gray
1,0,0,0,woods,4.37,flat,brown,gray,5.44,3.58,gray
1,0,0,1,woods,3.56,bell,gray,gray,4.99,3.76,brown
1,0,0,0,woods,4.34,bell,brown,gray,5.92,3.86,gray
1,0,0,1,woods,4.26,bell,gray,gray,4.65,3.2,brown
1,0,0,1,woods,4.97,bell,brown,gray,6.07,3.91,gray
1,0,0,0,woods,2.83,flat,gray,gray,4.22,2.56,gray
1,0,0,0,woods,4.21,flat,brown,gray,6.24,3.94,brown
1,0,0,1,woods,4.4,flat,gray,gray,5.63,4.14,brown
1,0,0,1,woods,4.81,bell,brown,gray,5.5,4.11,gray
1,0,0,1,woods,3.92,flat,brown,gray,5.89,3.76,brown
1,0,0,2,woods,4.71,bell,brown,gray,5.74,3.8,brown
1,0,0,1,woods,3.95,bell,gray,gray,4.7,3.38,gray
1,0,0,2,woods,4.27,bell,brown,gray,6.26,3.69,brown
1,0,0,0,woods,5.11,bell,brown,gray,6.77,4.29,brown
1,0,0,1,woods,4.66,bell,brown,gray,6.85,4.38,gray
1,0,0,1,woods,2.56,bell,gray,gray,5.83,3.31,gray
1,0,0,0,woods,4.46,bell,brown,gray,4.54,3.01,gray
1,0,0,0,woods,3.15,flat,brown,gray,4.93,3.13,brown
1,0,0,3,woods,2.77,flat,brown,gray,6.49,4.01,brown
1,0,0,2,woods,3.69,flat,gray,gray,4.69,2.91,brown
1,0,0,0,woods,3.83,bell,gray,gray,3.96,2.7,brown
1,0,0,0,woods,3.75,bell,gray,gray,5.52,3.53,gray
1,0,0,0,woods,3.52,bell,gray,gray,4.0,2.89,brown
1,0,0,1,woods,3.34,bell,gray,gray,4.59,3.29,brown
1,0,0,0,woods,4.16,flat,gray,gray,5.26,2.7,gray
1,0,0,3,woods,3.29,bell,brown,gray,3.2,2.14,gray
1,0,0,2,woods,2.89,flat,brown,gray,4.06,3.15,brown
1,0,0,0,woods,4.15,flat,brown,gray,4.94,2.89,gray
1,0,0,3,woods,4.03,flat,gray,gray,5.8,3.75,brown
1,0,0,1,woods,4.92,bell,gray,gray,5.84,4.04,gray
1,0,0,0,woods,3.61,bell,gray,gray,5.94,3.87,brown
1,0,0,3,woods,4.96,bell,gray,gray,4.87,3.89,gray
1,0,0,1,woods,4.95,bell,gray,gray,7.27,4.18,brown
1,0,0,1,woods,3.22,flat,brown,gray,4.09,3.32,brown
1,0,0,3,woods,3.22,flat,gray,gray,6.1,3.06,brown
1,0,0,2,woods,3.6,bell,gray,gray,5.51,3.29,brown
1,0,0,2,woods,3.81,bell,brown,gray,6.92,4.3,brown
1,0,0,3,woods,3.07,bell,brown,gray,4.99,2.89,gray
1,0,0,3,woods,3.88,bell,gray,gray,6.78,4.28,brown
1,0,0,0,woods,4.05,flat,brown,gray,5.16,3.5,brown
1,0,0,3,woods,4.41,bell,brown,gray,6.9,4.03,gray
1,0,0,2,woods,4.34,flat,gray,gray,5.31,3.48,gray
1,0,0,3,woods,2.74,bell,gray,gray,4.46,2.79,brown
1,0,0,2,woods,3.42,bell,brown,gray,5.91,3.57,brown
1,0,0,2,woods,4.01,flat,gray,gray,4.99,3.55,brown
1,0,0,0,woods,3.57,bell,gray,gray,4.87,3.42,brown
1,0,0,0,woods,3.8,flat,gray,gray,6.37,3.27,brown
1,0,0,3,woods,4.39,flat,brown,gray,6.54,3.94,gray
1,0,0,0,woods,3.73,flat,brown,gray,5.87,3.36,brown
1,0,0,1,woods,4.1,flat,gray,gray,5.86,3.7,gray
1,0,0,3,woods,2.82,bell,brown,gray,3.83,3.38,brown
1,0,0,0,woods,3.6,flat,gray,gray,5.93,3.55,brown
1,0,0,0,woods,4.4,bell,brown,gray,5.67,2.96,gray
1,0,0,0,woods,3.86,flat,brown,gray,5.23,3.59,gray
1,0,0,1,woods,4.18,bell,gray,gray,5.59,3.77,brown
1,0,0,0,woods,4.89,flat,brown,gray,4.6,3.07,gray
1,0,0,3,woods,3.52,bell,brown,gray,5.42,3.2,brown
1,0,0,0,woods,5.62,bell,gray,gray,6.12,3.36,gray
1,0,0,1,woods,3.88,flat,brown,gray,5.86,3.42,gray
1,0,0,1,woods,3.53,bell,brown,gray,3.53,3.19,gray
1,0,0,1,woods,4.36,bell,gray,gray,4.32,2.91,gray
1,0,0,2,woods,3.9,flat,gray,gray,4.96,3.05,gray
1,0,0,3,woods,3.85,bell,brown,gray,6.12,4.09,gray
1,0,0,2,woods,3.26,bell,brown,gray,5.08,2.88,gray
1,0,0,3,woods,3.0,bell,brown,gray,6.08,3.73,gray
1,0,0,0,woods,4.56,bell,brown,gray,6.18,4.11,brown
1,0,0,2,woods,5.97,bell,gray,gray,6.07,3.39,brown
1,0,0,0,woods,3.41,flat,gray,gray,4.13,3.28,gray
1,0,0,2,woods,4.11,flat,gray,gray,5.9,4.05,gray
1,0,0,0,woods,4.62,flat,brown,gray,5.89,3.48,gray
1,0,0,2,woods,4.98,bell,brown,gray,6.63,3.94,gray
1,0,0,0,woods,3.15,bell,brown,gray,5.57,2.65,brown
1,0,0,1,woods,5.25,flat,brown,gray,5.99,4.06,gray
1,0,0,2,woods,5.08,bell,gray,gray,7.15,4.7,brown
1,0,0,1,woods,4.03,flat,gray,gray,6.03,3.69,brown
1,0,0,2,woods,4.19,flat,brown,gray,6.7,3.91,brown
1,0,0,0,woods,3.38,bell,gray,gray,4.84,3.56,gray
1,0,0,0,woods,4.37,flat,brown,gray,4.67,3.29,brown
1,0,0,1,woods,4.42,bell,brown,gray,7.02,3.81,brown
1,0,0,2,woods,3.14,flat,gray,gray,3.24,2.34,gray
1,0,0,2,woods,2.6,flat,brown,gray,5.12,3.08,brown
1,0,0,1,woods,3.16,flat,gray,gray,5.14,3.31,gray
1,0,0,1,woods,4.71,bell,gray,gray,5.36,3.52,brown
1,0,0,0,woods,4.19,bell,gray,gray,4.76,3.54,brown
1,0,0,2,woods,3.83,flat,brown,gray,6.19,3.66,brown
1,0,0,3,woods,3.82,flat,brown,gray,5.0,3.04,brown
1,0,0,0,woods,3.07,flat,gray,gray,3.97,2.51,gray
1,0,0,2,woods,4.34,bell,gray,gray,3.99,2.66,brown
1,0,0,2,woods,3.53,bell,gray,gray,5.67,4.07,brown
1,0,0,0,woods,3.95,flat,brown,gray,5.25,3.72,gray
1,0,0,0,woods,3.55,flat,gray,gray,5.36,3.73,brown
1,0,0,3,woods,3.17,flat,gray,gray,5.65,3.14,brown
1,0,0,2,woods,2.65,bell,brown,gray,3.74,2.59,brown
1,0,0,1,woods,4.01,flat,brown,gray,5.92,3.47,gray
1,0,0,3,woods,4.2,bell,brown,gray,4.97,3.6,gray
1,0,0,2,woods,4.77,flat,gray,gray,6.48,3.76,brown
1,0,0,0,woods,4.31,flat,brown,gray,6.23,3.71,gray
1,0,0,3,woods,3.98,flat,brown,gray,4.54,3.48,gray
0,0,0,2,woods,1.57,bell,gray,gray,4.59,1.67,brown
0,0,0,1,woods,1.58,bell,brown,gray,4.34,1.49,brown
0,0,0,2,woods,2.39,bell,gray,gray,5.73,2.32,gray
0,0,0,1,woods,1.73,bell,gray,gray,4.94,1.98,gray
0,0,0,2,woods,2.33,bell,brown,gray,5.15,2.14,gray
0,0,0,2,woods,1.92,bell,gray,gray,4.99,2.18,gray
0,0,0,1,woods,2.13,bell,gray,gray,5.62,2.21,gray
0,0,0,1,woods,2.0,bell,brown,gray,4.79,2.1,brown
0,0,0,1,woods,1.92,bell,brown,gray,5.06,2.02,brown
0,0,0,1,woods,1.82,bell,brown,gray,5.26,2.05,brown
0,0,0,1,woods,2.66,bell,gray,gray,5.49,2.15,gray
0,0,0,1,woods,2.18,bell,gray,gray,4.93,1.98,brown
0,0,0,2,woods,1.53,bell,gray,gray,5.43,2.18,brown
0,0,0,2,woods,1.49,bell,brown,gray,5.48,2.22,brown
0,0,0,2,woods,2.07,bell,gray,gray,5.36,2.15,gray
0,0,0,1,woods,2.23,bell,brown,gray,5.04,2.11,brown
0,0,0,1,woods,2.07,bell,gray,gray,5.31,1.97,brown
0,0,0,1,woods,1.84,bell,gray,gray,4.57,1.7,brown
0,0,0,2,woods,2.02,bell,gray,gray,5.2,1.97,brown
0,0,0,2,woods,2.59,bell,brown,gray,5.58,2.2,gray
0,0,0,1,woods,2.47,bell,gray,gray,4.75,1.96,brown
0,0,0,2,woods,2.34,bell,gray,gray,4.81,2.11,brown
0,0,0,2,woods,2.27,bell,gray,gray,5.44,2.03,gray
0,0,0,1,woods,2.17,bell,brown,gray,4.58,1.63,gray
0,0,0,1,woods,2.35,bell,gray,gray,5.41,2.05,brown
0,0,0,1,woods,2.11,bell,brown,gray,4.94,1.81,gray
0,0,0,2,woods,1.32,bell,gray,gray,4.57,1.98,brown
0,0,0,2,woods,1.79,bell,gray,gray,4.85,2.07,gray
0,0,0,1,woods,1.64,bell,gray,gray,4.98,2.24,brown
0,0,0,1,woods,2.9,bell,gray,gray,5.65,2.35,gray
0,0,0,2,woods,2.17,bell,brown,gray,5.11,2.23,gray
0,0,0,1,woods,2.26,bell,gray,gray,5.06,2.03,gray
0,0,0,1,woods,2.18,bell,brown,gray,5.13,1.98,brown
0,0,0,2,woods,1.19,bell,gray,gray,4.4,1.81,brown
0,0,0,1,woods,1.99,bell,gray,gray,4.82,1.96,brown
0,0,0,1,woods,1.69,bell,brown,gray,4.66,2.02,brown
0,0,0,1,woods,1.86,bell,gray,gray,4.87,1.98,brown
0,0,0,2,woods,1.93,bell,brown,gray,4.81,1.88,brown
0,0,0,1,woods,2.41,bell,gray,gray,4.98,2.19,brown
0,0,0,2,woods,2.73,bell,gray,gray,4.78,1.92,brown
0,0,0,2,woods,1.92,bell,gray,gray,4.91,1.94,brown
0,0,0,2,woods,2.31,bell,gray,gray,5.26,2.07,brown
0,0,0,2,woods,1.96,bell,brown,gray,4.82,2.03,gray
0,0,0,1,woods,2.19,bell,gray,gray,4.61,1.86,gray
0,0,0,1,woods,1.9,bell,brown,gray,5.32,1.87,gray
0,0,0,2,woods,2.1,bell,gray,gray,4.62,1.94,gray
0,0,0,1,woods,1.68,bell,brown,gray,4.96,1.96,brown
0,0,0,1,woods,2.34,bell,brown,gray,4.98,2.11,brown
0,0,0,1,woods,1.87,bell,brown,gray,5.32,1.93,gray
0,0,0,1,woods,1.87,bell,brown,gray,5.04,1.99,brown
0,0,0,1,woods,1.43,bell,brown,gray,4.33,1.66,gray
0,0,0,1,woods,2.06,bell,gray,gray,5.35,2.12,gray
0,0,0,1,woods,1.78,bell,brown,gray,4.07,1.61,gray
0,0,0,1,woods,1.95,bell,brown,gray,4.6,1.91,brown
0,0,0,1,woods,2.47,bell,gray,gray,5.32,2.13,gray
0,0,0,1,woods,2.05,bell,brown,gray,4.53,1.95,gray
0,0,0,1,woods,1.99,bell,gray,gray,5.03,2.02,gray
0,0,0,2,woods,2.14,bell,brown,gray,5.48,2.21,brown
0,0,0,1,woods,2.06,bell,brown,gray,5.12,2.12,brown
0,0,0,1,woods,2.22,bell,brown,gray,5.43,1.85,brown
0,0,0,1,woods,1.86,bell,gray,gray,5.16,2.08,gray
0,0,0,2,woods,1.37,bell,gray,gray,4.93,2.13,gray
0,0,0,2,woods,2.36,bell,brown,gray,5.28,1.86,gray
0,0,0,2,woods,2.19,bell,brown,gray,4.52,2.03,brown
0,0,0,2,woods,2.65,bell,gray,gray,5.62,2.29,gray
0,0,0,1,woods,2.34,bell,gray,gray,5.31,2.25,brown
0,0,0,2,woods,2.32,bell,gray,gray,5.0,1.87,gray
0,0,0,1,woods,2.25,bell,brown,gray,5.4,2.33,brown
0,0,0,1,woods,2.4,bell,brown,gray,5.5,2.28,brown
0,0,0,2,woods,2.42,bell,gray,gray,5.69,2.27,gray
0,0,0,1,woods,2.29,bell,brown,gray,5.08,1.99,gray
0,0,0,2,woods,2.28,bell,brown,gray,5.34,2.15,brown
0,0,0,1,woods,2.36,bell,brown,gray,5.2,2.05,gray
